S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	contig_5768	23445	correct
CONTIG	contig_5769	5058	unaligned
3126627	3126893	36095	35829	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_577	90.26		True
CONTIG	contig_577	345664	correct_unaligned
CONTIG	contig_5770	17522	unaligned
CONTIG	contig_5771	6604	unaligned
CONTIG	contig_5772	9170	unaligned
1510978	1512033	3065	4119	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	98.77		False
3713264	3714319	4119	3065	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	98.77		False
1291418	1292473	3065	4119	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	98.77		False
3512519	3513574	3065	4119	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	98.77		False
2120588	2121645	3063	4119	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	98.78		False
269209	270265	4120	3065	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	98.77		False
2510342	2513395	1	3064	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	94.77		True
relocation, inconsistency = -1118121
1395275	1396332	3065	4121	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	98.78		True
relocation, inconsistency = 1117056
2513469	2514099	4202	4834	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	91.98		True
relocation, inconsistency = -1856
2514674	2518509	7265	11107	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	93.06		True
local misassembly
2520629	2525831	12695	17958	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5773	94.42		True
CONTIG	contig_5773	17978	misassembled
CONTIG	contig_5774	30293	unaligned
CONTIG	contig_5775	23323	unaligned
CONTIG	contig_5776	33600	unaligned
CONTIG	contig_5777	34374	unaligned
CONTIG	contig_5778	15867	unaligned
CONTIG	contig_5779	8389	unaligned
2865310	2869131	23333	27159	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_578	90.67		True
unknown
2869255	2874056	29574	34333	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_578	91.36		True
unknown
2907910	2910014	57609	59727	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_578	90.23		True
unknown
CONTIG	contig_578	76244	mis_unaligned
CONTIG	contig_5780	4165	unaligned
3139656	3139827	14954	15125	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5781	92.44		True
CONTIG	contig_5781	32768	correct_unaligned
3139668	3139810	10691	10832	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5782	94.41		True
CONTIG	contig_5782	13664	correct_unaligned
CONTIG	contig_5783	19893	unaligned
CONTIG	contig_5784	128606	unaligned
CONTIG	contig_5785	23010	unaligned
216150	217670	17468	18986	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5786	90.93		True
unknown
217741	220818	18987	22067	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5786	92.96		True
unknown
CONTIG	contig_5786	42352	mis_unaligned
CONTIG	contig_5787	20326	unaligned
CONTIG	contig_5788	9890	unaligned
CONTIG	contig_5789	28943	unaligned
CONTIG	contig_579	12541	unaligned
CONTIG	contig_5790	24278	unaligned
CONTIG	contig_5791	37962	unaligned
CONTIG	contig_5792	71740	unaligned
CONTIG	contig_5793	15366	unaligned
CONTIG	contig_5794	12184	unaligned
CONTIG	contig_5795	15578	unaligned
CONTIG	contig_5796	18638	unaligned
CONTIG	contig_5797	28875	unaligned
CONTIG	contig_5798	10124	unaligned
CONTIG	contig_5799	29378	unaligned
CONTIG	contig_58	21865	unaligned
1974855	1974931	6406	6482	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5800	98.7		True
CONTIG	contig_5800	37454	correct_unaligned
CONTIG	contig_5801	9868	unaligned
CONTIG	contig_5802	12430	unaligned
CONTIG	contig_5803	14074	unaligned
CONTIG	contig_5804	6967	unaligned
CONTIG	contig_5805	15175	unaligned
CONTIG	contig_5806	5848	unaligned
715491	715652	30692	30854	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5807	92.02		True
CONTIG	contig_5807	43383	correct_unaligned
CONTIG	contig_5808	16242	unaligned
CONTIG	contig_5809	8678	unaligned
CONTIG	contig_581	1125	unaligned
CONTIG	contig_5811	1557	unaligned
CONTIG	contig_5812	11190	unaligned
CONTIG	contig_5813	5532	unaligned
CONTIG	contig_5814	9987	unaligned
CONTIG	contig_5816	15896	unaligned
CONTIG	contig_5817	5194	unaligned
CONTIG	contig_5818	18040	unaligned
CONTIG	contig_5819	11669	unaligned
CONTIG	contig_582	19878	unaligned
CONTIG	contig_5820	4346	unaligned
CONTIG	contig_5821	3633	unaligned
CONTIG	contig_5822	884	unaligned
CONTIG	contig_5823	8771	unaligned
CONTIG	contig_5824	5639	unaligned
CONTIG	contig_5825	7982	unaligned
CONTIG	contig_5826	5282	unaligned
CONTIG	contig_5827	12740	unaligned
CONTIG	contig_5828	56059	unaligned
CONTIG	contig_5829	37915	unaligned
CONTIG	contig_583	496916	unaligned
CONTIG	contig_5830	11225	unaligned
CONTIG	contig_5831	68671	unaligned
CONTIG	contig_5832	140542	unaligned
CONTIG	contig_5833	15595	unaligned
2364269	2366303	1	2034	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5835	99.56		True
relocation, inconsistency = -228188
2139189	2146163	3108	10066	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5835	99.01		True
CONTIG	contig_5835	10066	misassembled
CONTIG	contig_5836	14573	unaligned
CONTIG	contig_5837	19474	unaligned
CONTIG	contig_5838	37644	unaligned
CONTIG	contig_5839	29195	unaligned
3786935	3788354	8373	9811	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_584	91.45		True
unknown
3802411	3802590	24149	24329	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_584	94.48		True
unknown
CONTIG	contig_584	32039	mis_unaligned
CONTIG	contig_5840	31478	unaligned
CONTIG	contig_5842	1017	unaligned
CONTIG	contig_5843	9452	unaligned
CONTIG	contig_5844	8070	unaligned
CONTIG	contig_5845	138491	unaligned
CONTIG	contig_5846	1703	unaligned
CONTIG	contig_5848	67583	unaligned
CONTIG	contig_5849	18082	unaligned
3786959	3793243	7784	14150	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_585	90.52		True
unknown
3802411	3802595	23613	23797	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_585	93.55		True
unknown
CONTIG	contig_585	33868	mis_unaligned
CONTIG	contig_5850	9371	unaligned
1440083	1441504	42587	44008	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5851	90.01		True
CONTIG	contig_5851	45476	correct_unaligned
CONTIG	contig_5852	5563	unaligned
CONTIG	contig_5853	129904	unaligned
CONTIG	contig_5854	8825	unaligned
CONTIG	contig_5855	44932	unaligned
CONTIG	contig_5856	18179	unaligned
CONTIG	contig_5857	8727	unaligned
CONTIG	contig_5858	272266	unaligned
1821501	1821657	25288	25132	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5859	93.63		True
CONTIG	contig_5859	40559	correct_unaligned
CONTIG	contig_586	45457	unaligned
CONTIG	contig_5860	43453	unaligned
CONTIG	contig_5861	10796	unaligned
CONTIG	contig_5862	10903	unaligned
CONTIG	contig_5863	56189	unaligned
CONTIG	contig_5864	37073	unaligned
CONTIG	contig_5865	45242	unaligned
CONTIG	contig_5866	90539	unaligned
CONTIG	contig_5867	12229	unaligned
CONTIG	contig_5868	11380	unaligned
CONTIG	contig_5869	34567	unaligned
CONTIG	contig_5870	95442	unaligned
CONTIG	contig_5871	4412	unaligned
CONTIG	contig_5872	8104	unaligned
CONTIG	contig_5873	7214	unaligned
CONTIG	contig_5874	100789	unaligned
CONTIG	contig_5876	53043	unaligned
CONTIG	contig_5877	20473	unaligned
CONTIG	contig_5878	5577	unaligned
CONTIG	contig_5879	8939	unaligned
CONTIG	contig_5880	2884	unaligned
CONTIG	contig_5881	5802	unaligned
CONTIG	contig_5882	70093	unaligned
CONTIG	contig_5883	5532	unaligned
CONTIG	contig_5884	33172	unaligned
CONTIG	contig_5885	16746	unaligned
CONTIG	contig_5886	23575	unaligned
CONTIG	contig_5887	3159	unaligned
CONTIG	contig_5888	91238	unaligned
CONTIG	contig_5889	22602	unaligned
CONTIG	contig_589	685	unaligned
CONTIG	contig_5890	7938	unaligned
CONTIG	contig_5891	25749	unaligned
CONTIG	contig_5892	7930	unaligned
CONTIG	contig_5893	5855	unaligned
CONTIG	contig_5894	30577	unaligned
CONTIG	contig_5895	12675	unaligned
CONTIG	contig_5896	14002	unaligned
CONTIG	contig_5897	12559	unaligned
CONTIG	contig_5898	11445	unaligned
CONTIG	contig_5899	30365	unaligned
CONTIG	contig_59	84297	unaligned
CONTIG	contig_5900	9771	unaligned
CONTIG	contig_5902	28235	unaligned
CONTIG	contig_5903	17710	unaligned
CONTIG	contig_5904	3018	unaligned
CONTIG	contig_5906	17858	unaligned
CONTIG	contig_5907	3039	unaligned
CONTIG	contig_5909	18544	unaligned
CONTIG	contig_5910	23215	unaligned
CONTIG	contig_5911	26047	unaligned
CONTIG	contig_5913	4464	unaligned
CONTIG	contig_5914	53012	unaligned
CONTIG	contig_5915	14727	unaligned
CONTIG	contig_5916	11346	unaligned
CONTIG	contig_5917	14652	unaligned
CONTIG	contig_5918	8735	unaligned
CONTIG	contig_5919	11369	unaligned
CONTIG	contig_592	5695	unaligned
CONTIG	contig_5920	6407	unaligned
CONTIG	contig_5921	10782	unaligned
CONTIG	contig_5922	24397	unaligned
1923274	1923387	15887	16000	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5923	93.04		True
CONTIG	contig_5923	22677	correct_unaligned
CONTIG	contig_5924	61606	unaligned
CONTIG	contig_5925	14068	unaligned
CONTIG	contig_5926	11655	unaligned
CONTIG	contig_5927	23544	unaligned
CONTIG	contig_5928	4615	unaligned
CONTIG	contig_5929	18674	unaligned
CONTIG	contig_593	14496	unaligned
CONTIG	contig_5930	26890	unaligned
CONTIG	contig_5931	1835	unaligned
CONTIG	contig_5932	11506	unaligned
CONTIG	contig_5933	10899	unaligned
CONTIG	contig_5934	13023	unaligned
2571296	2573818	2541	1	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5935	94.29		True
unknown
2570822	2571175	4647	4295	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5935	96.89		True
unknown
1719124	1721213	12138	10051	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5935	99.47		True
unknown
2566751	2570822	21067	17001	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5935	97.86		True
unknown
1567287	1569145	29550	27714	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5935	94.14		True
unknown
CONTIG	contig_5935	29550	mis_unaligned
CONTIG	contig_5936	57002	unaligned
CONTIG	contig_5937	22397	unaligned
CONTIG	contig_5938	17441	unaligned
CONTIG	contig_5939	13668	unaligned
CONTIG	contig_5940	16467	unaligned
CONTIG	contig_5941	14585	unaligned
CONTIG	contig_5942	17429	unaligned
CONTIG	contig_5943	16099	unaligned
CONTIG	contig_5944	38380	unaligned
CONTIG	contig_5945	11719	unaligned
CONTIG	contig_5946	17455	unaligned
CONTIG	contig_5947	5073	unaligned
CONTIG	contig_5948	33560	unaligned
CONTIG	contig_5949	10348	unaligned
CONTIG	contig_5950	10839	unaligned
CONTIG	contig_5951	11841	unaligned
CONTIG	contig_5952	16045	unaligned
CONTIG	contig_5953	123228	unaligned
CONTIG	contig_5954	48871	unaligned
CONTIG	contig_5956	4767	unaligned
CONTIG	contig_5957	24482	unaligned
CONTIG	contig_5958	10237	unaligned
CONTIG	contig_5959	51258	unaligned
CONTIG	contig_596	12398	unaligned
CONTIG	contig_5960	30700	unaligned
CONTIG	contig_5961	5209	unaligned
CONTIG	contig_5962	4298	unaligned
CONTIG	contig_5963	22354	unaligned
CONTIG	contig_5964	16195	unaligned
CONTIG	contig_5965	2983	unaligned
CONTIG	contig_5967	56528	unaligned
CONTIG	contig_5968	14308	unaligned
CONTIG	contig_5969	6854	unaligned
CONTIG	contig_5970	12096	unaligned
CONTIG	contig_5971	31174	unaligned
CONTIG	contig_5972	3042	unaligned
CONTIG	contig_5973	3978	unaligned
CONTIG	contig_5974	18880	unaligned
CONTIG	contig_5975	86350	unaligned
CONTIG	contig_5976	4791	unaligned
CONTIG	contig_5977	17228	unaligned
CONTIG	contig_5978	156297	unaligned
2462302	2462744	14359	13919	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5979	95.78		False
2455536	2455978	14359	13919	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5979	95.78		False
5090935	5091452	7731	7217	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5979	90.37		True
unknown
5088257	5088625	10394	10025	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5979	90.81		True
unknown
5059514	5059957	14359	13918	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5979	95.79		True
unknown
CONTIG	contig_5979	14366	mis_unaligned
CONTIG	contig_5980	20949	unaligned
CONTIG	contig_5981	12210	unaligned
CONTIG	contig_5982	7916	unaligned
CONTIG	contig_5983	11123	unaligned
CONTIG	contig_5984	24750	unaligned
CONTIG	contig_5985	24086	unaligned
CONTIG	contig_5986	78801	unaligned
CONTIG	contig_5987	16338	unaligned
CONTIG	contig_5988	19218	unaligned
CONTIG	contig_5989	98406	unaligned
CONTIG	contig_5990	37758	unaligned
CONTIG	contig_5991	14237	unaligned
CONTIG	contig_5992	19732	unaligned
CONTIG	contig_5993	32820	unaligned
CONTIG	contig_5994	10845	unaligned
CONTIG	contig_5995	14086	unaligned
2112395	2120590	54	8240	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5996	98.24		True
relocation, inconsistency = 1065
2121656	2126998	8241	13573	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5996	98.97		True
CONTIG	contig_5996	13573	misassembled
CONTIG	contig_5998	6191	unaligned
CONTIG	contig_6	91936	unaligned
CONTIG	contig_60	148779	unaligned
CONTIG	contig_6001	12440	unaligned
CONTIG	contig_6002	11964	unaligned
CONTIG	contig_6003	7383	unaligned
CONTIG	contig_6004	22611	unaligned
CONTIG	contig_6005	1857	unaligned
CONTIG	contig_6006	11687	unaligned
CONTIG	contig_6007	9999	unaligned
CONTIG	contig_6008	16382	unaligned
CONTIG	contig_6009	35809	unaligned
CONTIG	contig_601	23588	unaligned
CONTIG	contig_6010	19987	unaligned
CONTIG	contig_6011	6487	unaligned
CONTIG	contig_6012	12753	unaligned
CONTIG	contig_6013	99093	unaligned
CONTIG	contig_6014	8763	unaligned
CONTIG	contig_6015	10153	unaligned
CONTIG	contig_6016	55716	unaligned
CONTIG	contig_6017	14078	unaligned
618954	620503	5079	3531	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6018	90.97		False
5360542	5363113	2902	355	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6018	90.63		False
620877	623448	2902	355	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6018	90.63		False
5358619	5360168	5079	3531	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6018	90.97		False
4809195	4811766	355	2902	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6018	90.63		True
unknown
4812139	4813688	3531	5079	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6018	90.97		True
unknown
CONTIG	contig_6018	456517	mis_unaligned
CONTIG	contig_6019	36788	unaligned
CONTIG	contig_602	33499	unaligned
CONTIG	contig_6020	39053	unaligned
CONTIG	contig_6021	7926	unaligned
CONTIG	contig_6022	19450	unaligned
CONTIG	contig_6023	15035	unaligned
CONTIG	contig_6024	17346	unaligned
CONTIG	contig_6025	10834	unaligned
CONTIG	contig_6026	44933	unaligned
CONTIG	contig_6027	5664	unaligned
CONTIG	contig_603	38461	unaligned
CONTIG	contig_6031	14143	unaligned
CONTIG	contig_6032	15072	unaligned
CONTIG	contig_6033	4249	unaligned
CONTIG	contig_6034	5770	unaligned
CONTIG	contig_6035	225217	unaligned
CONTIG	contig_6037	8014	unaligned
CONTIG	contig_6038	13764	unaligned
CONTIG	contig_6039	38561	unaligned
CONTIG	contig_6040	8206	unaligned
CONTIG	contig_6041	214758	unaligned
CONTIG	contig_6042	13895	unaligned
CONTIG	contig_6043	4607	unaligned
CONTIG	contig_6044	12398	unaligned
CONTIG	contig_6045	16627	unaligned
CONTIG	contig_6046	16722	unaligned
CONTIG	contig_6047	24872	unaligned
CONTIG	contig_6048	15879	unaligned
CONTIG	contig_6049	10846	unaligned
CONTIG	contig_6050	6082	unaligned
CONTIG	contig_6051	2758	unaligned
CONTIG	contig_6052	19095	unaligned
3042341	3043471	190708	191836	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	95.76		False
4232031	4233161	190708	191836	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	95.76		False
4789092	4790222	190708	191836	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	95.76		False
4913854	4914984	190708	191836	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	95.76		False
3078646	3079776	190708	191836	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	95.76		False
963055	964188	190708	191839	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	95.77		False
573686	574821	190708	191841	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	95.78		False
4414138	4415273	191841	190708	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	95.78		False
4050921	4051948	83291	84318	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	90.2		True
unknown
4057481	4059162	93232	94913	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	90.27		True
unknown
3757434	3758571	191843	190708	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6053	95.7		True
unknown
CONTIG	contig_6053	264032	mis_unaligned
CONTIG	contig_6054	89863	unaligned
CONTIG	contig_6055	74667	unaligned
CONTIG	contig_6056	35286	unaligned
CONTIG	contig_6057	179276	unaligned
CONTIG	contig_6058	13896	unaligned
CONTIG	contig_6059	5312	unaligned
CONTIG	contig_6060	5776	unaligned
CONTIG	contig_6061	5065	unaligned
CONTIG	contig_6062	7199	unaligned
CONTIG	contig_6063	7774	unaligned
CONTIG	contig_6064	9598	unaligned
CONTIG	contig_6065	22317	unaligned
CONTIG	contig_6066	18493	unaligned
CONTIG	contig_6067	23722	unaligned
239047	239157	49705	49594	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_6068	94.69		True
CONTIG	contig_6068	95368	correct_unaligned
CONTIG	contig_6069	85157	unaligned
CONTIG	contig_6070	19949	unaligned
CONTIG	contig_6071	8118	unaligned
CONTIG	contig_6072	70147	unaligned
CONTIG	contig_6073	9964	unaligned
CONTIG	contig_6074	8102	unaligned
CONTIG	contig_6075	9895	unaligned
CONTIG	contig_6076	32582	unaligned
CONTIG	contig_6077	21056	unaligned
CONTIG	contig_6078	16483	unaligned
CONTIG	contig_6079	67533	unaligned
CONTIG	contig_6080	15757	unaligned
CONTIG	contig_6081	7343	unaligned
CONTIG	contig_6082	761	unaligned
CONTIG	contig_6084	9936	unaligned
CONTIG	contig_6085	8719	unaligned
CONTIG	contig_6086	2889	unaligned
CONTIG	contig_6087	871	unaligned
CONTIG	contig_6088	10017	unaligned
CONTIG	contig_6089	5486	unaligned
CONTIG	contig_609	23208	unaligned
1661115	1661868	15344	14589	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_6090	90.74		True
CONTIG	contig_6090	74372	correct_unaligned
CONTIG	contig_6091	137642	unaligned
CONTIG	contig_6092	7159	unaligned
CONTIG	contig_6093	14743	unaligned
CONTIG	contig_6094	29788	unaligned
CONTIG	contig_6095	218236	unaligned
CONTIG	contig_6096	25249	unaligned
CONTIG	contig_6097	9695	unaligned
CONTIG	contig_6098	10597	unaligned
CONTIG	contig_6099	1363	unaligned
CONTIG	contig_61	11460	unaligned
CONTIG	contig_610	245685	unaligned
CONTIG	contig_6100	12007	unaligned
3128462	3128654	379140	378949	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_6101	90.67		True
CONTIG	contig_6101	420559	correct_unaligned
CONTIG	contig_6102	17027	unaligned
2080214	2080406	94296	94487	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_6103	93.26		True
CONTIG	contig_6103	123873	correct_unaligned
CONTIG	contig_6104	21290	unaligned
CONTIG	contig_6105	7612	unaligned
CONTIG	contig_6106	12033	unaligned
CONTIG	contig_6107	32000	unaligned
CONTIG	contig_6108	9694	unaligned
CONTIG	contig_6109	42775	unaligned
CONTIG	contig_6110	13948	unaligned
CONTIG	contig_6111	4108	unaligned
1844793	1844961	3307	3476	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6112	91.76		True
CONTIG	contig_6112	16778	correct_unaligned
CONTIG	contig_6113	7888	unaligned
CONTIG	contig_6115	9611	unaligned
CONTIG	contig_6116	12409	unaligned
CONTIG	contig_6117	14273	unaligned
CONTIG	contig_6118	86692	unaligned
CONTIG	contig_6119	7087	unaligned
CONTIG	contig_612	24059	unaligned
CONTIG	contig_6120	9069	unaligned
CONTIG	contig_6121	20852	unaligned
CONTIG	contig_6122	9012	unaligned
340625	340830	25035	24834	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6123	90.48		True
unknown
340748	340957	25156	24954	Raoultella_ornithinolytica_NZ_CP138913.1	contig_6123	91.08		True
unknown
CONTIG	contig_6123	63661	mis_unaligned
CONTIG	contig_6124	41166	unaligned
CONTIG	contig_6125	7643	unaligned
CONTIG	contig_6126	36742	unaligned
CONTIG	contig_6127	18642	unaligned
CONTIG	contig_6128	4774	unaligned
2343685	2343830	415458	415313	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_6129	91.1		True
CONTIG	contig_6129	650452	correct_unaligned
CONTIG	contig_613	20320	unaligned
CONTIG	contig_6130	9757	unaligned
CONTIG	contig_6131	16136	unaligned
CONTIG	contig_6132	4167	unaligned
CONTIG	contig_6133	9634	unaligned
CONTIG	contig_6134	10595	unaligned
CONTIG	contig_6135	27371	unaligned
CONTIG	contig_6137	10864	unaligned
CONTIG	contig_6138	22076	unaligned
CONTIG	contig_6139	27095	unaligned
CONTIG	contig_614	42792	unaligned
CONTIG	contig_6140	2490	unaligned
CONTIG	contig_6141	22458	unaligned
CONTIG	contig_6142	15819	unaligned
CONTIG	contig_6143	60065	unaligned
CONTIG	contig_6144	21680	unaligned
CONTIG	contig_6145	7056	unaligned
CONTIG	contig_6146	1996	unaligned
CONTIG	contig_6147	17658	unaligned
CONTIG	contig_6148	17417	unaligned
CONTIG	contig_6149	47861	unaligned
CONTIG	contig_615	19691	unaligned
CONTIG	contig_6150	23057	unaligned
715491	715622	76976	76845	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_6151	92.42		False
1010366	1010496	63057	62927	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_6151	93.18		True
